hex,year,occ_den,sp_richness,sp_evenness
85187493fffffff,2020,3072,854,0.9139746105871313
8519434bfffffff,2020,23125,948,0.7174391489311227
851958cbfffffff,2020,1668,500,0.937920603299982
851959cbfffffff,2020,5120,357,0.8120023795835924
85194e6ffffffff,2020,32257,988,0.7275680201077716
8519410bfffffff,2020,4436,449,0.812162558508464
851942c7fffffff,2020,7007,709,0.8115349139442428
85195807fffffff,2020,2469,472,0.8284556189890696
8519595bfffffff,2020,1599,344,0.8382184126236768
85194043fffffff,2020,3438,592,0.8385659084999169
851951a3fffffff,2020,32239,1226,0.7343159446821972
85195827fffffff,2020,3434,519,0.8347774914843795
8519400ffffffff,2020,779,175,0.9280931613888435
85195c83fffffff,2020,2611,446,0.7651077845997613
8519431bfffffff,2020,789,235,0.9148607611411849
85194303fffffff,2020,8988,409,0.8338289311818841
851955affffffff,2020,336,91,0.8618459519702658
85195d8bfffffff,2020,26455,635,0.6875809524056653
85195883fffffff,2020,2831,404,0.8527475021144916
85194acffffffff,2020,5010,600,0.8331128819570507
85194a8ffffffff,2020,4820,733,0.804973239309602
8519426ffffffff,2020,12054,747,0.7143483657530224
85194a0ffffffff,2020,15718,949,0.7524598761905296
85195933fffffff,2020,5567,550,0.7835276035363754
85194ebbfffffff,2020,2326,367,0.8757492227891602
85194abbfffffff,2020,2728,473,0.8515767059852133
85195cdbfffffff,2020,7052,608,0.7834812186179866
85195dc7fffffff,2020,5364,390,0.7661830301135562
85195983fffffff,2020,2800,351,0.8356265444805404
85194227fffffff,2020,1121,331,0.8671114696458849
85194343fffffff,2020,9072,1310,0.8877423533155401
85194edbfffffff,2020,11598,439,0.7748632873445435
85195c3bfffffff,2020,9983,1188,0.8585400533146915
8519553bfffffff,2020,1705,390,0.8551898319965242
85197333fffffff,2020,5954,675,0.7943706237540736
85195c07fffffff,2020,6437,876,0.851163422841735
85194167fffffff,2020,8201,531,0.7444898286143576
85194a9bfffffff,2020,2755,456,0.8503366881916572
85195533fffffff,2020,327,72,0.7480497485476129
85195cd3fffffff,2020,4195,488,0.8184648265100364
85187477fffffff,2020,2267,555,0.868988229624769
85197377fffffff,2020,786,248,0.7957914192404061
85194ec3fffffff,2020,1350,348,0.883956725780935
851959c3fffffff,2020,2504,395,0.8297106968864962
85194283fffffff,2020,6084,574,0.821136258831797
8519428bfffffff,2020,1100,305,0.8775253141337211
85194667fffffff,2020,993,212,0.7798232146527889
85195da3fffffff,2020,15132,750,0.769455138773062
8519429bfffffff,2020,4478,707,0.8547465641103873
85194a13fffffff,2020,6527,890,0.8241868677121126
851955a3fffffff,2020,1221,246,0.8629406785903175
8519583bfffffff,2020,17883,1285,0.7792886689363601
85195dd7fffffff,2020,2870,440,0.844056284543325
8519594ffffffff,2020,3009,338,0.8074967113336378
85194657fffffff,2020,8576,581,0.8015099611746787
85194843fffffff,2020,5797,644,0.7863821047611735
85195d13fffffff,2020,7784,442,0.7308384512564022
85195d03fffffff,2020,2538,500,0.8633911794445611
85194307fffffff,2020,7750,565,0.8054443918943985
85194237fffffff,2020,3337,360,0.8190838791788463
85194ed7fffffff,2020,5745,726,0.8443766956609894
851942d3fffffff,2020,1859,375,0.833516230792536
85195c8ffffffff,2020,3613,400,0.8197973622578728
85194e5bfffffff,2020,4129,628,0.8346070916746323
85195d2ffffffff,2020,12962,1023,0.7946183350105298
8519430bfffffff,2020,4928,1088,0.8991536886694169
85194e77fffffff,2020,3665,611,0.8565743749006126
85195863fffffff,2020,11237,616,0.690243472026456
8519513bfffffff,2020,9873,512,0.7917780578829605
851958b7fffffff,2020,5195,885,0.8753628256553971
85195d97fffffff,2020,15149,1298,0.7877243557290771
85194e7bfffffff,2020,3066,547,0.8617021220482387
85187487fffffff,2020,504,183,0.8414127359973581
851948c3fffffff,2020,3531,316,0.8209163239916163
85195837fffffff,2020,2969,615,0.8378311515966721
85194a57fffffff,2020,4321,613,0.8378012466747694
85195ca3fffffff,2020,5031,1817,0.9180570394782339
85195517fffffff,2020,927,177,0.7376752771676968
85195b97fffffff,2020,2393,320,0.8163285624391385
8519461bfffffff,2020,2589,422,0.830516692123315
85195d47fffffff,2020,15232,1590,0.8254216078248293
851870dbfffffff,2020,12127,611,0.7578890901835077
85195b1bfffffff,2020,644,236,0.8841458784638591
851870cbfffffff,2020,3723,222,0.8593647742570377
85195d37fffffff,2020,22928,887,0.7272680999470658
8518740bfffffff,2020,1491,193,0.8045883862578478
85195c0ffffffff,2020,19311,1259,0.7797269922056694
85194e8ffffffff,2020,3138,786,0.8875187114817977
8519414ffffffff,2020,13647,556,0.7867591716666799
85194e0bfffffff,2020,1147,304,0.8682163378109177
85195b17fffffff,2020,1701,389,0.8682604278650293
85194607fffffff,2020,763,338,0.9199374827497221
85194393fffffff,2020,1741,214,0.8237228788837568
85195d2bfffffff,2020,18778,1247,0.7955231398208342
85194e83fffffff,2020,2630,339,0.8410657295571211
85195107fffffff,2020,31002,1845,0.816863189816231
85197323fffffff,2020,6481,802,0.8147648564395121
8519581bfffffff,2020,1119,311,0.8355029273207448
851875c3fffffff,2020,637,150,0.8980791510767101
85195c13fffffff,2020,2595,584,0.87257700376457
85195523fffffff,2020,1107,384,0.910735941538195
8519518bfffffff,2020,3773,644,0.8741897342610769
851973abfffffff,2020,21851,588,0.7716735445262972
8519414bfffffff,2020,10019,387,0.8070715897269739
85194103fffffff,2020,2139,478,0.8607115508622015
85195563fffffff,2020,1840,394,0.8569744066588428
8519558bfffffff,2020,183,112,0.9499448153711078
85194293fffffff,2020,12831,834,0.7435022256467113
8519460bfffffff,2020,2406,344,0.8015127723801965
85195d57fffffff,2020,2363,437,0.8955567889746872
8519416bfffffff,2020,8229,500,0.7477357924640072
85194e07fffffff,2020,4864,415,0.8429863950393065
8519582ffffffff,2020,1250,424,0.9223256318295454
8519485bfffffff,2020,3055,478,0.8406571823439712
851875d3fffffff,2020,2639,520,0.8725933457219972
85197327fffffff,2020,15548,861,0.7324212528060251
85195d93fffffff,2020,3155,580,0.8006721960194196
8519463bfffffff,2020,1562,522,0.8914358678885942
8519420bfffffff,2020,1961,417,0.8654291638434312
8518746bfffffff,2020,1067,348,0.9258120294940232
85195113fffffff,2020,7182,1183,0.8821046269592637
8519416ffffffff,2020,5303,482,0.806392551760928
85194e67fffffff,2020,13836,609,0.7814972364313224
851943dbfffffff,2020,2369,376,0.8501226649645268
85194e87fffffff,2020,13074,732,0.7579396942231421
85194233fffffff,2020,1753,414,0.8667679730782943
85187403fffffff,2020,5541,229,0.7390753487001818
85194633fffffff,2020,2560,529,0.8765259883852304
85195bcffffffff,2020,759,399,0.9418982029472122
85195c03fffffff,2020,3142,616,0.8815259294123122
85194c5bfffffff,2020,9923,618,0.7959095741731539
85195b0bfffffff,2020,3276,537,0.8462275137335337
85195a6ffffffff,2020,673,95,0.8959473550707345
85194677fffffff,2020,1298,523,0.9383071160088378
851876a7fffffff,2020,4803,211,0.8028562820845255
85194253fffffff,2020,9269,486,0.7487193641857257
85195b6bfffffff,2020,1322,426,0.9060048626831805
8519427bfffffff,2020,47171,782,0.6628033536003906
85195b47fffffff,2020,7114,700,0.7894470635837612
8519424ffffffff,2020,8668,750,0.7534949662236557
85195d4ffffffff,2020,4305,357,0.7508673689998038
851940dbfffffff,2020,13453,381,0.8083037008930256
8519580ffffffff,2020,9148,684,0.8030184615074235
851951bbfffffff,2020,6166,928,0.834709481595834
85195117fffffff,2020,11609,1074,0.838189258152018
851940cbfffffff,2020,855,175,0.8849110965767523
85194113fffffff,2020,8176,667,0.792751874839672
85195bcbfffffff,2020,1764,564,0.9144059103706382
851942c3fffffff,2020,2423,613,0.8940677439334203
85187473fffffff,2020,596,286,0.9541083457813629
85197373fffffff,2020,298,159,0.9287815646803047
85195c17fffffff,2020,4329,533,0.8183445761097702
8519405bfffffff,2020,1603,343,0.8634323686496879
85194023fffffff,2020,709,128,0.8991453403805932
85195567fffffff,2020,5293,835,0.8185851580075756
85194e03fffffff,2020,1148,423,0.909005238543121
85194623fffffff,2020,4198,221,0.6672331033894108
8519552ffffffff,2020,6530,555,0.7951720408883729
85195197fffffff,2020,5882,1063,0.9055861046834275
85187463fffffff,2020,1797,589,0.9223344326393528
85195183fffffff,2020,6938,1121,0.8842939173554296
85194367fffffff,2020,3064,752,0.9057283340138472
8519462bfffffff,2020,656,278,0.9429566532489018
851951b7fffffff,2020,59145,1076,0.6599722797283327
851973bbfffffff,2020,2341,273,0.8591535637487557
8519420ffffffff,2020,9045,811,0.7773775762423282
85194e23fffffff,2020,1524,529,0.9186376194008364
851942abfffffff,2020,5839,1100,0.8350209343124242
85195a37fffffff,2020,692,312,0.9299605093417355
85194203fffffff,2020,2754,648,0.8970064574699189
8519404bfffffff,2020,5091,467,0.824355360225916
8518748ffffffff,2020,104,67,0.9538953443389058
8519730bfffffff,2020,141,115,0.9797382709591005
85197303fffffff,2020,716,307,0.9295179638000562
851973affffffff,2020,9984,292,0.7943389405436497
85194a87fffffff,2020,905,377,0.9254674216412637
85194383fffffff,2020,2159,400,0.878143926254587
85195c1bfffffff,2020,2478,520,0.8821484370081274
8519439bfffffff,2020,1052,307,0.9063422502379227
8519730ffffffff,2020,451,274,0.9705881531983545
851942cffffffff,2020,3974,719,0.8628977776201616
85187497fffffff,2020,728,329,0.9423373356210515
8519518ffffffff,2020,26612,1067,0.7179823418199154
85195dcffffffff,2020,2868,482,0.8368882291275378
8519410ffffffff,2020,18012,775,0.7067136022950902
85194a83fffffff,2020,3789,554,0.8136484621463338
85195b0ffffffff,2020,87,68,0.9814427896923469
851959a3fffffff,2020,7273,661,0.837822364356173
8518746ffffffff,2020,14981,887,0.7527160186739298
851943c7fffffff,2020,544,292,0.9397521496190242
8519732bfffffff,2020,1605,458,0.8979446827315487
8519519bfffffff,2020,2224,438,0.884355533330746
85194073fffffff,2020,1025,269,0.8928777365444284
851958d7fffffff,2020,1441,626,0.9472630698321818
851943c3fffffff,2020,2012,274,0.8238545305568818
8519424bfffffff,2020,2166,430,0.8651259861695431
8519738bfffffff,2020,4317,423,0.8314022254003587
851951b3fffffff,2020,20068,857,0.7531314232839453
8519550ffffffff,2020,925,414,0.9268169079497225
85194377fffffff,2020,2841,498,0.8577064809686815
851955dbfffffff,2020,4367,467,0.7702577394067339
85195097fffffff,2020,706,254,0.9168917991533093
8519731bfffffff,2020,489,123,0.9199675885797709
85187413fffffff,2020,214,129,0.9453561962049176
85195193fffffff,2020,1078,326,0.8824703175704578
851942b3fffffff,2020,1566,306,0.8958025900678321
851943d3fffffff,2020,4132,579,0.8126018112367427
851955c7fffffff,2020,461,224,0.9440973594159514
85195d83fffffff,2020,7817,859,0.753114470614674
851942b7fffffff,2020,726,267,0.9245104491156634
85194e97fffffff,2020,6813,506,0.7563913563803879
85195187fffffff,2020,4236,975,0.8874830679612269
85195c33fffffff,2020,4586,717,0.856527088219431
851955d3fffffff,2020,1176,269,0.8782020511864049
8519737bfffffff,2020,260,160,0.9614085607932772
85194e57fffffff,2020,3622,618,0.7870371328375595
85194207fffffff,2020,4352,560,0.8367964367387506
851950b3fffffff,2020,134,97,0.9690105899564297
85195b73fffffff,2020,2914,516,0.8473315103389931
8519412ffffffff,2020,1815,270,0.832333967906683
8519555bfffffff,2020,991,368,0.9278305833886777
85195b5bfffffff,2020,674,171,0.8712642340705552
8518740ffffffff,2020,899,323,0.920992587066496
85194163fffffff,2020,10426,544,0.711738652305884
8519425bfffffff,2020,1122,432,0.92838668207703
851951d7fffffff,2020,2107,396,0.8592245650964985
851973c3fffffff,2020,52,47,0.9916363160110035
8519432ffffffff,2020,4465,424,0.8347478320839564
85194ab3fffffff,2020,7451,585,0.829955563735433
851959b7fffffff,2020,9022,519,0.8077010729122336
85195cabfffffff,2020,20333,582,0.7455305977916128
851874a7fffffff,2020,845,284,0.8911209510732447
85194663fffffff,2020,1249,321,0.8978286451680703
851958abfffffff,2020,968,354,0.9005163744969408
85194363fffffff,2020,3942,513,0.825414702595316
85194aa3fffffff,2020,4269,745,0.8119612788714581
8519421bfffffff,2020,5573,465,0.7237541839471836
85187433fffffff,2020,1031,612,0.9556316246310653
8519464bfffffff,2020,3676,317,0.69232804993943
85194273fffffff,2020,4208,321,0.7970587692942418
8519404ffffffff,2020,1736,376,0.8703358985031919
851942affffffff,2020,12356,401,0.7773993077389303
851946cbfffffff,2020,1625,382,0.8746431135773962
8519733bfffffff,2020,799,307,0.929864664232416
85195597fffffff,2020,2487,314,0.8295359802951118
85195a2bfffffff,2020,523,276,0.9477091986892453
851943cbfffffff,2020,4062,393,0.8304495881607118
85194047fffffff,2020,496,237,0.9459064932278193
85194627fffffff,2020,662,259,0.9125652617531961
851942bbfffffff,2020,6452,419,0.8050563126069499
85194e17fffffff,2020,11872,618,0.7888612909408963
851942cbfffffff,2020,6070,440,0.7589851641787752
85195baffffffff,2020,2585,211,0.8285021051155824
85195bc3fffffff,2020,3752,392,0.7848592047779254
85195d8ffffffff,2020,9781,833,0.7474864135619285
85195dc3fffffff,2020,1320,249,0.836940996755434
85197367fffffff,2020,1689,501,0.903526021926525
85197383fffffff,2020,640,99,0.8897246659061232
85195a2ffffffff,2020,1516,459,0.86236724574819
8519467bfffffff,2020,1219,182,0.7637759634842661
85194aabfffffff,2020,2018,595,0.9338560088757214
851958c3fffffff,2020,1685,562,0.9249830750096618
85194157fffffff,2020,30462,628,0.7550856912544772
85194a7bfffffff,2020,9701,595,0.7600517124669951
85195cc7fffffff,2020,858,269,0.8796812598977471
851874a3fffffff,2020,1001,380,0.925512890644191
85187407fffffff,2020,877,309,0.918612287724166
85194373fffffff,2020,35445,791,0.7269775870832423
85194247fffffff,2020,6062,398,0.7823558105565548
85195b43fffffff,2020,580,318,0.936196036800616
8519559bfffffff,2020,320,182,0.958118954178632
85194c4bfffffff,2020,28962,700,0.7481753381320804
85194137fffffff,2020,4687,483,0.8357768159261137
8519462ffffffff,2020,457,236,0.9434816231739706
85195527fffffff,2020,1202,337,0.8464586061297632
85195ccffffffff,2020,2783,232,0.7800359556830044
851951d3fffffff,2020,667,139,0.9143186093188554
851959d3fffffff,2020,578,284,0.9315867521444918
8519417bfffffff,2020,6155,456,0.8097670176830061
85195543fffffff,2020,487,211,0.931154926948715
85195cd7fffffff,2020,780,272,0.9104924256086155
85195547fffffff,2020,1747,436,0.8860034771174208
85197317fffffff,2020,1594,540,0.9261699228410797
85194e73fffffff,2020,596,304,0.9254339446532909
8519557bfffffff,2020,830,407,0.9408872492538733
85195503fffffff,2020,296,172,0.9515642998340403
851874bbfffffff,2020,270,136,0.8228877450036328
8519556bfffffff,2020,1102,343,0.9042252092106671
851941affffffff,2020,5716,410,0.8063055728320394
85194ecffffffff,2020,1030,337,0.9071980794439249
851955cbfffffff,2020,854,283,0.89082247572604
85195897fffffff,2020,1602,387,0.919242313380802
8519551bfffffff,2020,344,187,0.9419135292181049
85194ed3fffffff,2020,6324,439,0.8122019912048768
8518747bfffffff,2020,1498,248,0.8350959816275176
85195087fffffff,2020,412,164,0.9424702457589265
85195d5bfffffff,2020,963,285,0.8599596271349035
851943cffffffff,2020,4952,303,0.7860638742515308
85195437fffffff,2020,2242,335,0.8470044520536683
8519484ffffffff,2020,14085,363,0.812546999078371
8519550bfffffff,2020,623,253,0.9235916823011201
85195d63fffffff,2020,5352,735,0.8763919659248589
85194ec7fffffff,2020,719,264,0.9273776000769489
85194057fffffff,2020,626,277,0.9015012070090974
851940cffffffff,2020,732,174,0.8843820457056886
85194e93fffffff,2020,358,198,0.9268078426852383
85194617fffffff,2020,580,267,0.9235538345593506
8519438ffffffff,2020,12189,346,0.8131883526163062
85195a27fffffff,2020,195,126,0.9590174983493697
851973c7fffffff,2020,258,164,0.964602504884026
851875dbfffffff,2020,775,269,0.9214778960046299
85194ea3fffffff,2020,839,247,0.9069681678607288
851955c3fffffff,2020,575,331,0.955108003660941
851946abfffffff,2020,969,251,0.8921169200491916
851955cffffffff,2020,638,255,0.9148997626709716
85194053fffffff,2020,3265,285,0.8325011491397901
85194243fffffff,2020,6967,389,0.7946548342135986
85194e33fffffff,2020,610,119,0.9095281712591312
85195553fffffff,2020,1115,331,0.8688912081686877
8519436ffffffff,2020,5968,463,0.8075178589790231
85195dd3fffffff,2020,1770,298,0.8251852416244942
851958b3fffffff,2020,939,357,0.9251119305288085
85187293fffffff,2020,23449,314,0.7868036542838363
851955b7fffffff,2020,1013,320,0.9240538169772681
851946affffffff,2020,7103,406,0.8048036220987068
851950b7fffffff,2020,135,103,0.9765345132909975
8519466bfffffff,2020,3761,274,0.8123115658708479
851955a7fffffff,2020,211,131,0.9627081510139366
85194177fffffff,2020,2764,368,0.813288766838839
851942a3fffffff,2020,614,201,0.9203430042235544
8519406bfffffff,2020,210,144,0.9755512438518515
85195593fffffff,2020,809,261,0.9060881200176181
8519542ffffffff,2020,284,173,0.9512882513618456
8519437bfffffff,2020,1064,431,0.9429701380405017
8519552bfffffff,2020,272,136,0.9430495969629321
85194603fffffff,2020,2468,294,0.8512298864207027
85195d7bfffffff,2020,8761,648,0.7956373856898575
85195d4bfffffff,2020,1083,283,0.8532217239762087
8519438bfffffff,2020,182,86,0.9540960590617026
85194e9bfffffff,2020,1492,478,0.894326601418934
8519739bfffffff,2020,3793,272,0.8492717955570694
8519736ffffffff,2020,263,134,0.9582441906572186
851942d7fffffff,2020,10043,454,0.7605375725572705
85195b4ffffffff,2020,817,297,0.9257140190518296
85187483fffffff,2020,304,131,0.9040178307721487
851874b3fffffff,2020,580,268,0.9255746442788411
85194e13fffffff,2020,2547,404,0.8445847140983155
8519460ffffffff,2020,1275,346,0.9524962807248744
8519434ffffffff,2020,12187,1137,0.7685067086315451
8519580bfffffff,2020,130,78,0.924913943919198
8519415bfffffff,2020,12421,423,0.794158542327012
85195a23fffffff,2020,387,150,0.9236286194327454
8519403bfffffff,2020,2845,230,0.8600380805302329
8519433bfffffff,2020,980,325,0.9095855540004959
851954a7fffffff,2020,393,166,0.9348539426855339
85195557fffffff,2020,426,253,0.961944215187149
85197307fffffff,2020,827,201,0.8975164281162132
85194003fffffff,2020,14418,265,0.8564933188797241
851943affffffff,2020,2568,267,0.8437758967864072
85194077fffffff,2020,2797,287,0.8406554288622069
8519554ffffffff,2020,164,123,0.983120912653448
85194357fffffff,2020,3431,887,0.9104974329432631
85197363fffffff,2020,84,66,0.9821969926248032
85197313fffffff,2020,545,220,0.9324025238954115
851943abfffffff,2020,1792,206,0.8554780342412892
85194e1bfffffff,2020,420,200,0.9444453070996832
851958dbfffffff,2020,486,265,0.9420024692750489
8519736bfffffff,2020,101,73,0.9660537641132113
85194387fffffff,2020,242,129,0.9655191015990706
851942dbfffffff,2020,672,219,0.9078955289591885
85195c8bfffffff,2020,449,189,0.8332671900003532
85194173fffffff,2020,9842,310,0.7276678324978545
85194eb3fffffff,2020,2573,317,0.8598779099171943
85194637fffffff,2020,2442,255,0.8237765555998804
8519407bfffffff,2020,234,111,0.9122302310827928
851955bbfffffff,2020,214,88,0.9412301813924548
851943b7fffffff,2020,4585,351,0.8176608328261272
851946cffffffff,2020,1215,232,0.8700375677952515
851948cbfffffff,2020,9632,423,0.8041855603236361
85195427fffffff,2020,490,147,0.8284693854641159
85194c43fffffff,2020,221,80,0.956281970882072
8519512ffffffff,2020,12,11,0.9881090915741209
8519412bfffffff,2020,1958,329,0.8700570846508802
851943b3fffffff,2020,6537,381,0.8177864818662831
851943a7fffffff,2020,5157,222,0.833381531228576
8519400bfffffff,2020,5371,210,0.8813255436971732
851941bbfffffff,2020,2869,652,0.8913192211288026
85194123fffffff,2020,2178,437,0.8621895825053772
8518709bfffffff,2020,287,123,0.9365365384175429
85194ab7fffffff,2020,149,71,0.9524579865117023
85194c53fffffff,2020,2296,161,0.888452112447894
85187637fffffff,2020,681,101,0.8770188115973182
85194287fffffff,2020,543,234,0.9248339519331669
8519554bfffffff,2020,480,202,0.9127715042608636
851943a3fffffff,2020,287,159,0.9328303402451847
8518749bfffffff,2020,184,138,0.9791418213638564
85194347fffffff,2020,3257,650,0.8033261531171692
85194317fffffff,2020,1221,333,0.8973854502773398
851973cffffffff,2020,143,120,0.9869965632738117
8519402bfffffff,2020,521,216,0.928610515228071
85187437fffffff,2020,150,91,0.968340485842947
85194333fffffff,2020,1322,198,0.7869737721295746
851954affffffff,2020,298,72,0.9202979423754701
85195bd3fffffff,2020,12,8,0.9727652780181634
8519556ffffffff,2020,689,93,0.8332695952685056
851941a3fffffff,2020,396,82,0.9215882419233999
85195423fffffff,2020,248,104,0.9263603934467444
851941cffffffff,2020,869,156,0.9182426962161124
85194067fffffff,2020,394,153,0.9336927326649392
85195507fffffff,2020,190,133,0.9762180152579345
8519401bfffffff,2020,775,132,0.8666324113351708
851955abfffffff,2020,133,88,0.9673659526130014
85194063fffffff,2020,389,210,0.939060145621912
85194313fffffff,2020,323,134,0.9435341591465668
851955d7fffffff,2020,95,76,0.9763356957570195
85195513fffffff,2020,333,184,0.9515874312719571
8519558ffffffff,2020,149,71,0.9490788680363175
851943bbfffffff,2020,229,98,0.9078214542319651
85194397fffffff,2020,5,4,0.9609640474436812
85194847fffffff,2020,11,11,1.0
85187447fffffff,2020,86,43,0.9446648351993302
85195e93fffffff,2020,47,37,0.9845672044258287
85195e83fffffff,2020,7,5,0.9629610647945144
85195853fffffff,2020,204,141,0.9790054373654427
851973d3fffffff,2020,13,13,1.0000000000000004
85197347fffffff,2020,56,54,0.9967052090023808
85195e87fffffff,2020,41,37,0.9874391422795386
85195e37fffffff,2020,5,5,1.0000000000000002
85194a33fffffff,2020,10,10,0.9999999999999998
8519734ffffffff,2020,2,1,0.0
85195127fffffff,2021,1064,339,0.9325590549204399
85195c57fffffff,2021,1129,301,0.8994347435018937
85194e2ffffffff,2021,5108,542,0.814956210498474
85195d0ffffffff,2021,5321,493,0.7754785017227951
85195103fffffff,2021,6175,906,0.859506276203467
85195137fffffff,2021,1141,198,0.8329464944033325
85194a8bfffffff,2021,6854,985,0.7863970838615236
85195d73fffffff,2021,24378,1151,0.7388714556567617
85187463fffffff,2021,1693,622,0.9128762331206595
85194293fffffff,2021,30048,627,0.6875114339069666
85195d77fffffff,2021,3255,866,0.8896559355716899
85195b63fffffff,2021,2256,329,0.8053689805844089
85195563fffffff,2021,1758,479,0.8978562224836423
85195b7bfffffff,2021,4113,582,0.7887994017175601
85195903fffffff,2021,12980,768,0.7300986914146836
85195913fffffff,2021,12980,916,0.7674834999971767
85195d07fffffff,2021,6035,650,0.7068882389162189
85194adbfffffff,2021,82373,1570,0.6136170836604122
851874affffffff,2021,4297,809,0.8127164669599973
85195db3fffffff,2021,24627,628,0.6924488960260222
8518746ffffffff,2021,14700,927,0.7780676840928668
85195d47fffffff,2021,22572,1170,0.6949421768136552
85187477fffffff,2021,1027,282,0.8653295649786295
851870d7fffffff,2021,9238,552,0.7570890888903796
85194acbfffffff,2021,21362,856,0.6451084849429568
85194a4ffffffff,2021,42191,676,0.7227783174553671
85195557fffffff,2021,712,246,0.9187846672551581
851948cffffffff,2021,35831,443,0.7613514790638936
85195987fffffff,2021,1863,507,0.8581264401499048
85195dabfffffff,2021,20517,620,0.6656129159334968
8519433bfffffff,2021,1349,330,0.8808646357631823
85195807fffffff,2021,1733,322,0.8200803462154307
85195c63fffffff,2021,18553,501,0.6936191222299394
85195b83fffffff,2021,1299,294,0.8621546469465581
8519598bfffffff,2021,6270,433,0.651972753746663
85194853fffffff,2021,18805,677,0.7212756953957234
85194e27fffffff,2021,28326,475,0.7616066086926071
85194a53fffffff,2021,5125,561,0.7632238784702196
85195d87fffffff,2021,2975,702,0.8686678924432464
851875d3fffffff,2021,4539,556,0.819391011436698
85195d37fffffff,2021,27123,1037,0.7108210280050613
85195ea7fffffff,2021,2192,588,0.9418093996182964
85194e4ffffffff,2021,41916,588,0.7186591554729704
85194223fffffff,2021,5393,282,0.8082130737299227
8519558ffffffff,2021,224,93,0.9421673041579476
8518746bfffffff,2021,621,197,0.9038147178814447
85195d2bfffffff,2021,17429,869,0.7185858976566313
851958cbfffffff,2021,1093,440,0.9445817175539852
85194263fffffff,2021,5093,1161,0.869562277710537
85195d8ffffffff,2021,7288,683,0.7857825204723179
851870dbfffffff,2021,25716,479,0.7169338713024154
85194ad7fffffff,2021,5033,754,0.8061343085153424
85195c97fffffff,2021,18976,568,0.6824239978306701
8519583bfffffff,2021,16059,1153,0.7225048244200706
85194e8ffffffff,2021,7368,543,0.7837196331149666
85197363fffffff,2021,303,104,0.9169103281183537
85195c77fffffff,2021,6681,694,0.7619245997695651
85194e53fffffff,2021,38175,950,0.6641102710776059
85194e57fffffff,2021,5337,531,0.7041340729179675
85195823fffffff,2021,11218,797,0.6965708311832467
8519414bfffffff,2021,18125,378,0.7983999939466566
85194167fffffff,2021,5218,692,0.7818456286394763
8519554ffffffff,2021,416,228,0.9588645373095224
85195d0bfffffff,2021,71488,966,0.6760651993507291
85195c0ffffffff,2021,13518,1205,0.7865832559797956
85194003fffffff,2021,16379,299,0.8405092945943949
8519410ffffffff,2021,24603,832,0.6724850258451489
8519513bfffffff,2021,12596,475,0.7637566078148802
85195117fffffff,2021,6591,1010,0.8812769468836026
8519424ffffffff,2021,11050,611,0.7147351577879574
8519510ffffffff,2021,6517,568,0.7265116259472221
85194e97fffffff,2021,8011,371,0.7603552190739628
85195a27fffffff,2021,461,155,0.8815342393662926
85195187fffffff,2021,4775,821,0.858154062003677
85194e77fffffff,2021,5642,551,0.8219113002964823
85195d43fffffff,2021,889,373,0.9161621079605237
85194277fffffff,2021,12899,1067,0.7598394109875041
85195daffffffff,2021,32650,880,0.687462329690669
8519435bfffffff,2021,14333,1063,0.787199190111642
85194633fffffff,2021,3631,515,0.837548560000076
85195ccbfffffff,2021,3869,250,0.7906624598553009
85195a37fffffff,2021,739,335,0.9404396944835522
85195b6bfffffff,2021,1292,391,0.8939258316987853
85195cb3fffffff,2021,11854,1906,0.8296426633167502
8519420ffffffff,2021,10294,741,0.7325168945062858
85194a97fffffff,2021,819,246,0.877227695215856
85187403fffffff,2021,9052,308,0.7019901594713626
85195107fffffff,2021,12975,1361,0.8437741450612244
8519484bfffffff,2021,4299,422,0.7966032031266874
85194173fffffff,2021,9974,289,0.7331441262703128
851958affffffff,2021,2577,463,0.8482133137943046
85195993fffffff,2021,10855,658,0.704844660931693
8519426ffffffff,2021,15302,824,0.6761476142552875
85195da7fffffff,2021,99330,1370,0.6206085787510941
85195113fffffff,2021,6738,1068,0.8674626766595892
85194e07fffffff,2021,7270,350,0.8144634280310346
85187293fffffff,2021,28635,387,0.7750891021832677
85194283fffffff,2021,9722,418,0.7967909147834686
85195c07fffffff,2021,9513,774,0.7529584387156117
85197323fffffff,2021,10297,675,0.7351882669322264
851955dbfffffff,2021,4291,559,0.79621922513587
851951abfffffff,2021,16386,1062,0.7912775744142024
85195d83fffffff,2021,7052,616,0.7396422496468298
85195c03fffffff,2021,1913,429,0.8672278457567354
85194e63fffffff,2021,8723,429,0.7167148974983308
8519518ffffffff,2021,19341,1060,0.7209248352287827
85197327fffffff,2021,13627,741,0.755369864487323
8519597bfffffff,2021,46554,820,0.7051607785399384
85197333fffffff,2021,6495,636,0.7929343768947545
85194373fffffff,2021,47385,628,0.734774585763794
85195877fffffff,2021,13619,1166,0.7633919142385739
85195c3bfffffff,2021,11000,806,0.7383241191317587
85194ac3fffffff,2021,72469,936,0.6734627455091883
851951b3fffffff,2021,30977,683,0.7106904951531147
85194a93fffffff,2021,4901,572,0.7875058233359497
85195133fffffff,2021,8905,1002,0.821991583812076
85195c37fffffff,2021,9844,860,0.7535335404127347
851946affffffff,2021,12124,409,0.7981742845028307
85194107fffffff,2021,29577,1097,0.6819031422306673
851942cffffffff,2021,4937,600,0.8164797206335022
